ID_station,nom_station,adresse_station,latitude,longitude,nom_porteur,type_charge,nbre_pdc,type_connecteur,date_maj,observations,source
75120-35,Paris/Charonne/52,75020 Paris,48.8518536, 2.3982137,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92023-13,Clamart/Bourcillière/137,92140 Clamart,48.7813871, 2.2271271,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92032-08,Fontenay-aux-Roses/Lombard/20,92260 Fontenay-aux-Roses,48.78919, 2.293033,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92036-13,Gennevilliers/Louis Roche/125,92230 Gennevilliers,48.9269437, 2.3143339,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92040-13,Issy-les-Moulineaux/Ernest Renan/9,92130 Issy-les-Moulineaux,48.8295855, 2.2836035,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92040-22,Issy-les-Moulineaux/Égalité/57,92130 Issy-les-Moulineaux,48.8167, 2.260423,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92044-PG,Levallois-Perret/Pierre Brossolette/21,92300 Levallois-Perret,48.8953575, 2.2922568,Autolib,,0,,,Emplacement: Station - Station: Parking - Places tiers: 6,Autolib
92044-PJ,Levallois-Perret/Louise Michel/8,92300 Levallois-Perret,48.8873092, 2.2844274,Autolib,,0,,,Emplacement: Station - Station: Parking - Places tiers: 6,Autolib
92046-02,Malakoff/Gabriel Péri/120,92240 Malakoff,48.8192396, 2.3040697,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92048-09,Meudon/De Gaulle/19,92190 Meudon,48.787686, 2.2277686,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92050-04,Nanterre/Pablo Picasso/20,92000 Nanterre,48.89231, 2.214089,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92062-06,Puteaux/Francis de Pressensé/12,92800 Puteaux,48.8761876, 2.2361346,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92063-18,Rueil-Malmaison/Colmar/17,92500 Rueil-Malmaison,48.8871, 2.181057,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
93006-05,Bagnolet/République/58,93170 Bagnolet,48.8611263, 2.4181508,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
94044-02,Limeil-Brévannes/Lavoisier/12,94450 Limeil-Brévannes,48.73963, 2.490184,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75120-38,Paris/Frédérique Loliée/5,75020 Paris,48.8495131, 2.4061582,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92004-03,Asnières-sur-Seine/Normandie/22,92600 Asnières-sur-Seine,48.9059332, 2.2852074,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92004-09,Asnières-sur-Seine/Henri Say/11,92600 Asnières-sur-Seine,48.9152642, 2.2767942,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92012-08,Boulogne-Billancourt/André Morizet/121,92100 Boulogne-Billancourt,48.840169, 2.229398,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92012-11,Boulogne-Billancourt/Jean Jaurès/61,92100 Boulogne-Billancourt,48.83975, 2.2400622,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92012-13,Boulogne-Billancourt/Gallieni/114,92100 Boulogne-Billancourt,48.836581, 2.239424,Autolib,,0,,,Emplacement: Espace - Station: Voirie - Places tiers: 6,Autolib
92019-04,Châtenay-Malabry/Division Leclerc/81,92290 Châtenay-Malabry,48.7622887, 2.2838864,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92019-07,Châtenay-Malabry/Cyrano de Bergerac/6,92290 Châtenay-Malabry,48.768495, 2.250599,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92022-03,Chaville/Pavé des Gardes/33,92370 Chaville,48.80551, 2.184925,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92023-12,Clamart/Porte de Trivaux/130,92140 Clamart,48.78468, 2.237137,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92063-12,Rueil-Malmaison/Paul Doumer/3,92500 Rueil-Malmaison,48.8839089, 2.1919207,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92073-09,Suresnes/Tuilerie/33,92150 Suresnes,48.8618708, 2.2133061,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
92075-03,Vanves/Larmeroux/12,92170 Vanves,48.8169686, 2.2810709,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
92075-06,Vanves/Antoine Fratacci/34,92170 Vanves,48.82101, 2.28876,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
93006-06,Bagnolet/Stalingrad/49,93170 Bagnolet,48.87215, 2.43015,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
93006-07,Bagnolet/Edouard Vaillant/60,93170 Bagnolet,48.85764, 2.415732,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
93029-14,Drancy/Roger Salengro/3,93700 Drancy,48.9216032, 2.4411713,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
93055-12,Pantin/Jean Jaurès/150,93500 Pantin,48.90915, 2.398654,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
93055-14,Pantin/Anatole France/1,93500 Pantin,48.8946957, 2.4254593,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
93064-03,Rosny-sous-Bois/Rome/8,93110 Rosny-sous-Bois,48.876218, 2.475338,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
93064-06,Rosny-sous-Bois/Variot/40,93110 Rosny-sous-Bois,48.8798646, 2.4931178,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 7,Autolib
93070-09,Saint-Ouen/Édouard Vaillant/28,93400 Saint-Ouen,48.9018633, 2.3341342,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
93070-11,Saint-Ouen/Michelet/42,93400 Saint-Ouen,48.9102315, 2.3441112,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
94002-02,Alfortville/Malleret-Joinville/16,94140 Alfortville,48.8026584, 2.4254131,Autolib,,0,,,Emplacement: Espace - Station: Voirie - Places tiers: 6,Autolib
94003-06,Arcueil/Paul Bert/21,94110 Arcueil,48.8042795, 2.3288429,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
94016-01,Cachan/Camille Desmoulins/3,94230 Cachan,48.7942674, 2.3345857,Autolib,,0,,,Emplacement: Espace - Station: Voirie - Places tiers: 4,Autolib
94028-13,Créteil/Cotonou/4,94000 Créteil,48.7706043, 2.4707901,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
94042-02,Joinville-le-Pont/Galliéni/1,94340 Joinville-le-Pont,48.8202532, 2.4745761,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
94042-03,Joinville-le-Pont/Paris/39,94340 Joinville-le-Pont,48.8168, 2.466862,Autolib,,0,,,Emplacement: Espace - Station: Voirie - Places tiers: 4,Autolib
75101-05,Paris/Pyramides/12,75001 Paris,48.8648594, 2.3329713,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75102-06,Paris/Notre-Dame des Victoires/21,75002 Paris,48.8696994, 2.3423247,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75102-13,Paris/Dalayrac/19,75002 Paris,48.868181, 2.335097,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75102-16,Paris/Louvre/31,75002 Paris,48.8660947, 2.3433342,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75103-04,Paris/Réaumur/38,75003 Paris,48.8653769, 2.3573678,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75103-13,Paris/Saint-Martin/17,75003 Paris,48.8681421, 2.360276,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75104-07,Paris/Pont Louis-Philippe/24,75004 Paris,48.8557271, 2.3562976,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75104-11,Paris/Bourdon/41,75004 Paris,48.8524894, 2.3678127,Autolib,,0,,,Emplacement: Espace - Station: Voirie - Places tiers: 5,Autolib
75104-12,Paris/Schomberg/1,75004 Paris,48.84925, 2.362993,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75104-14,Paris/Nonnains d'Hyères/1,75004 Paris,48.85378, 2.358089,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75105-05,Paris/Paul Painlevé/7,75005 Paris,48.8499024, 2.3444286,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75105-11,Paris/Linné/18,75005 Paris,48.8452566, 2.3548335,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75105-13,Paris/Lacépède/38,75005 Paris,48.8441945, 2.3507523,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75105-15,Paris/Valette/2,75005 Paris,48.8479993, 2.3469365,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75105-16,Paris/Saint-Jacques/221,75005 Paris,48.8438007, 2.341924,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75106-11,Paris/Michelet/6,75006 Paris,48.8425631, 2.3363896,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75106-12,Paris/Raspail/136,75006 Paris,48.8425101, 2.3292257,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75106-13,Paris/Fleurus/2,75006 Paris,48.8471079, 2.3321208,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75106-15,Paris/Four/38,75006 Paris,48.8524509, 2.3314662,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75106-20,Paris/Danton/8,75006 Paris,48.85262, 2.342107,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
75106-PA,Paris/Rennes/155,75006 Paris,48.8451283, 2.3252355,Autolib,,0,,,Emplacement: Station - Station: Parking - Places tiers: 4,Autolib
75107-20,Paris/Jean Nicot/10,75007 Paris,48.8611286, 2.3069867,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-16,Paris/Hoche/31,75008 Paris,48.8762882, 2.3011232,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-21,Paris/Pierre Charron/62,75008 Paris,48.8696448, 2.3036203,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-33,Paris/François 1er/38,75008 Paris,48.8682112, 2.3046348,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75109-05,Paris/Clichy/23,75009 Paris,48.8826, 2.3363,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75109-10,Paris/Rochechouart/31,75009 Paris,48.8829733, 2.3454871,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75109-19,Paris/La Fayette/56,75009 Paris,48.875464, 2.342083,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75109-22,Paris/Haussmann/6,75009 Paris,48.8723178, 2.3387762,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
75110-02,Paris/Guy Patin/10,75010 Paris,48.88363, 2.351257,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
75110-06,Paris/Villette/55,75010 Paris,48.8758773, 2.3724186,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75110-17,Paris/Claude Vellefaux/3,75010 Paris,48.8740623, 2.3703034,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75110-33,Paris/Poissonnière/64,75010 Paris,48.87517, 2.348162,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75111-17,Paris/République/128,75011 Paris,48.8629398, 2.386178,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75111-27,Paris/Voltaire/106,75011 Paris,48.8592806, 2.3773563,Autolib,,1,,,Emplacement: Espace - Station: Voirie - Places tiers: 4,Autolib
75111-29,Paris/Richard Lenoir/63,75011 Paris,48.86023, 2.3719914,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75111-32,Paris/Commandant Lamy/2,75011 Paris,48.85579, 2.374203,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75111-36,Paris/Parmentier/62,75011 Paris,48.862875, 2.3765261,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-02,Paris/Ledru-Rollin/88,75012 Paris,48.8506483, 2.3754501,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-07,Paris/Bastille/20,75012 Paris,48.84803, 2.3677,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-09,Paris/Crozatier/33,75012 Paris,48.8470504, 2.3815222,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-10,Paris/Bercy/108,75012 Paris,48.8391453, 2.3805222,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-12,Paris/Villiot/20,75012 Paris,48.841876, 2.375976,Autolib,,0,,,Emplacement: Espace - Station: Voirie - Places tiers: 4,Autolib
75112-22,Paris/Saint-Mandé/94,75012 Paris,48.8444, 2.407044,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-23,Paris/Saint-Mandé/48,75012 Paris,48.8449828, 2.4019623,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-35,Paris/Émile Laurent/1,75012 Paris,48.84071, 2.409631,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-36,Paris/Nation/26,75012 Paris,48.84756, 2.397014,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-08,Paris/Tolbiac/245,75013 Paris,48.8262319, 2.3424498,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-10,Paris/Vulpian/24,75013 Paris,48.8310493, 2.3460584,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-12,Paris/Gouthière/12,75013 Paris,48.8204223, 2.3512076,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-15,Paris/Sur Rosalie/4,75013 Paris,48.83185, 2.354094,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-21,Paris/Ivry/58,75013 Paris,48.824068, 2.364308,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-29,Paris/Hôpital/47,75013 Paris,48.84019, 2.362478,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-30,Paris/Fernand Braudel/21,75013 Paris,48.8362302, 2.3724643,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-31,Paris/Chevaleret/131,75013 Paris,48.8317344, 2.3728943,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-34,Paris/Françoise Dolto/1,75013 Paris,48.82934, 2.382635,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75101-06,Paris/Amiral Coligny/2,75001 Paris,48.85971, 2.34024,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75102-07,Paris/Bonne Nouvelle/21,75002 Paris,48.8703, 2.349722,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75102-12,Paris/Uzès/1,75002 Paris,48.8704209, 2.3454538,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75103-07,Paris/Perle/18,75003 Paris,48.8597916, 2.3613291,Autolib,,0,,,Emplacement: Espace - Station: Voirie - Places tiers: 4,Autolib
75104-10,Paris/Béthunes/36,75004 Paris,48.8510439, 2.3563199,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75104-15,Paris/Bourdon/9,75004 Paris,48.8484226, 2.366004,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75105-02,Paris/Dante/1,75005 Paris,48.8513879, 2.3472476,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75105-07,Paris/Bernardins/23,75005 Paris,48.84934, 2.350152,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75105-12,Paris/Monge/58,75005 Paris,48.8444276, 2.3522773,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75105-21,Paris/Claude Bernard/16,75005 Paris,48.8397733, 2.3476575,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75106-03,Paris/Madame/18,75006 Paris,48.8507628, 2.3319002,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75106-04,Paris/Bérite/3,75006 Paris,48.847875, 2.3239783,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75107-02,Paris/Bourdonnais/45,75007 Paris,48.85807, 2.299582,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75107-10,Paris/Duroc/2,75007 Paris,48.8482825, 2.315725,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75107-12,Paris/Bac/142,75007 Paris,48.8508194, 2.3237968,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
75107-15,Paris/Martignac/2,75007 Paris,48.8593659, 2.3195393,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
75108-03,Paris/Artois/11,75008 Paris,48.872759, 2.3080661,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-06,Paris/Matignon/2,75008 Paris,48.87006, 2.312597,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-09,Paris/Rome/73,75008 Paris,48.881834, 2.32056,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-10,Paris/Dutuit/1,75008 Paris,48.8662011, 2.3156932,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-11,Paris/Berri/10,75008 Paris,48.8724475, 2.3041662,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-14,Paris/Constantinople/4,75008 Paris,48.8797479, 2.3214351,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-18,Paris/Courcelles/69,75008 Paris,48.878351, 2.3044935,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-20,Paris/Malesherbes/113,75008 Paris,48.8800947, 2.3134453,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-30,Paris/George V/44,75008 Paris,48.8706486, 2.3012817,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75108-32,Paris/Tronchet/19,75008 Paris,48.8721041, 2.3259728,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75109-01,Paris/Adolphe Max/6,75009 Paris,48.883011, 2.329596,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75109-09,Paris/Chaussée d'Antin/5,75009 Paris,48.8716413, 2.3338862,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75109-16,Paris/La Fayette/7,75009 Paris,48.87357, 2.3348418,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75110-04,Paris/Louis Blanc/67,75010 Paris,48.8837053, 2.3600404,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75110-13,Paris/Saint-Martin/242,75010 Paris,48.8820721, 2.3664877,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75110-20,Paris/Beaurepaire/31,75010 Paris,48.87119, 2.364206,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75111-07,Paris/Saint-Antoine/199,75011 Paris,48.8505136, 2.3823163,Autolib,,0,,,Emplacement: Espace - Station: Voirie - Places tiers: 4,Autolib
75111-10,Paris/Parmentier/125,75011 Paris,48.8690795, 2.371679,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75111-13,Paris/Ledru Rollin/155,75011 Paris,48.8553267, 2.3783382,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75111-15,Paris/République/36,75011 Paris,48.8656694, 2.3721102,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-05,Paris/Charles Bossut/4,75012 Paris,48.8431847, 2.3837959,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-14,Paris/Lyon/19,75012 Paris,48.8472143, 2.3717355,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-15,Paris/Saint-Antoine/238,75012 Paris,48.8493367, 2.3895684,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-17,Paris/Henard/3,75012 Paris,48.84154, 2.389211,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-25,Paris/Reuilly/116,75012 Paris,48.840277, 2.3946269,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-27,Paris/Arnold Netter/10,75012 Paris,48.8415951, 2.4050137,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-29,Paris/Claude Decaen/26,75012 Paris,48.8351899, 2.4002905,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-30,Paris/Charolais/2,75012 Paris,48.839191, 2.3878529,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-32,Paris/Pommard/7,75012 Paris,48.8355193, 2.3850356,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75112-34,Paris/Picpus/122,75012 Paris,48.8373149, 2.4022445,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
75113-02,Paris/Arago/52,75013 Paris,48.8351639, 2.3446053,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-05,Paris/Auguste Blanqui/120,75013 Paris,48.83164, 2.342243,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-14,Paris/Auguste Blanqui/50,75013 Paris,48.8299453, 2.3499186,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-18,Paris/Caillaux/24,75013 Paris,48.82223, 2.358905,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75113-32,Paris/Chevaleret/79,75013 Paris,48.82881, 2.376281,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75114-04,Paris/Boulard/1,75014 Paris,48.8348549, 2.3297831,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75114-10,Paris/Raymond Losserand/145,75014 Paris,48.83126, 2.313088,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75114-25,Paris/Catalogne/2,75014 Paris,48.8367951, 2.3186569,Autolib,,1,,,Emplacement: Espace - Station: Voirie - Places tiers: 4,Autolib
75114-32,Paris/Port-Royal/97,75014 Paris,48.8383124, 2.3408664,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 6,Autolib
75114-PD,Paris/Montparnasse/120,75014 Paris,48.8418362, 2.3297916,Autolib,,0,,,Emplacement: Station - Station: Parking - Places tiers: 4,Autolib
75115-04,Paris/Suffren/78,75015 Paris,48.851832, 2.2997986,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75115-13,Paris/Lourmel/79,75015 Paris,48.8451076, 2.287503,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
75115-19,Paris/Lecourbe/178,75015 Paris,48.8412037, 2.2977543,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75115-22,Paris/Félix Faure/109,75015 Paris,48.8389208, 2.2824849,Autolib,,1,,,Emplacement: Espace - Station: Voirie - Places tiers: 4,Autolib
75115-28,Paris/Dantzig/37,75015 Paris,48.8335103, 2.2987201,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75115-32,Paris/Convention/171,75015 Paris,48.8383125, 2.2943442,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75115-33,Paris/Émile Zola/143,75015 Paris,48.8471694, 2.2953347,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75115-34,Paris/Vouillé/47,75015 Paris,48.8338872, 2.3081344,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75115-41,Paris/Finlay/43,75015 Paris,48.8512259, 2.2912934,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75115-43,Paris/Pasteur/41,75015 Paris,48.8426446, 2.3132661,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75115-57,Paris/Suffren/2,75015 Paris,48.857, 2.2917,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75115-59,Paris/Morillons/95,75015 Paris,48.8319972, 2.3048474,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75115-61,Paris/Beaugrenelle/4,75015 Paris,48.8478735, 2.2847016,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 5,Autolib
75116-01,Paris/Grande Armée/13,75016 Paris,48.874641, 2.2915841,Autolib,,0,,,Emplacement: Espace - Station: Voirie - Places tiers: 4,Autolib
75116-04,Paris/Victor Hugo/18,75016 Paris,48.8724415, 2.2915577,Autolib,,0,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75116-06,Paris/Grande Armée/81,75016 Paris,48.87683, 2.284882,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
75116-09,Paris/Raymond Poincaré/51,75016 Paris,48.8669712, 2.2858795,Autolib,,1,,,Emplacement: Station - Station: Voirie - Places tiers: 4,Autolib
